equipamento,flange_id,n_pontos,centroid_x,centroid_y,centroid_z,extensao_x,extensao_y,extensao_z
equipamento19,24,7414,4274294.2003,6652989.8408,1719.0809,282.105,154.731,279.001
equipamento19,25,18894,4274298.4353,6652685.9306,2874.1563,641.136,559.103,215.4099
equipamento2,0,53316,802113.325,319764.607,11306.4769,198.0941,281.1161,265.5
equipamento2,1,42354,801126.2409,318112.0104,11048.002,234.685,233.883,136.0
equipamento2,2,47158,800882.4074,319052.2263,11069.4214,293.608,286.2579,162.0
equipamento2,3,22619,800678.6624,319807.2517,10997.2365,157.606,172.001,136.0
equipamento2,4,12610,801132.6499,319624.4099,11207.123,152.98,95.11,157.0
equipamento2,5,11793,801129.7827,319526.8043,11320.4082,161.508,137.989,73.0
equipamento2,6,17982,801128.4089,319437.6908,11210.7248,163.448,103.6429,158.0
equipamento2,7,16165,801004.9797,319806.8366,11215.9305,120.057,154.874,155.0
equipamento2,8,14222,800902.2008,319814.8509,11315.7914,124.842,158.8091,82.0
equipamento2,9,15239,800800.8822,319801.937,11212.3756,111.441,168.422,156.0
equipamento20,0,3501,4265634.8713,6674536.8646,1583.6819,86.844,106.029,102.391
equipamento20,1,6763,4265417.8419,6675597.3885,1237.7463,156.655,144.699,168.3629
equipamento20,2,3029,4264221.053,6675596.9266,1253.1344,159.4221,134.133,164.7301
equipamento20,3,1218,4264793.1589,6677888.252,5649.6768,166.229,191.5579,125.042
equipamento20,4,1997,4264781.9583,6677900.0731,5462.7223,168.698,177.0059,122.3311
equipamento20,5,3988,4264842.9928,6676135.7072,2492.2672,156.7839,158.4449,96.561
equipamento20,6,4475,4264838.3717,6676132.9212,2303.5323,157.3379,158.313,111.6702
equipamento20,7,2774,4265399.5348,6674522.6099,1407.0713,116.4971,110.309,101.985
equipamento20,8,3133,4265386.1304,6674605.678,1254.6164,129.991,120.387,126.1531
equipamento20,9,4843,4265410.4067,6676012.5217,1251.3281,157.2799,121.277,148.3311
equipamento20,10,6599,4265416.5385,6675827.2071,1236.7987,158.5769,134.725,154.6591
equipamento20,11,2295,4264238.4534,6675831.6952,1251.0282,156.7739,112.194,145.718
equipamento20,12,3472,4264214.962,6676010.9354,1252.4912,156.1001,146.989,149.245
equipamento20,13,3367,4263973.7939,6674530.3121,1585.7719,100.665,106.493,99.969
equipamento20,14,3548,4263080.2242,6674804.4416,1239.3888,114.543,115.532,128.755
equipamento20,15,1641,4264133.6412,6677641.124,4011.672,104.709,155.728,152.4988
equipamento20,16,3427,4264203.955,6674533.9151,1405.2506,114.7109,119.597,102.4359
equipamento20,17,2196,4264202.1771,6674626.2144,1254.9946,131.9541,84.236,125.568
equipamento20,18,2733,4262825.7344,6674800.7282,1646.3843,79.8101,117.719,111.167
equipamento20,19,688,4264808.6956,6678365.8483,2496.7703,153.166,152.488,107.0901
equipamento20,20,868,4264146.0632,6678254.3696,2813.0277,106.9019,134.2729,132.083
equipamento20,21,2841,4263922.776,6677217.2685,2800.7598,112.199,205.9609,185.918
equipamento20,22,1850,4264156.2922,6677225.8339,2806.8389,117.6331,199.397,190.999
equipamento20,23,2334,4264141.9734,6677242.75,3981.4995,109.925,195.613,200.0078
equipamento20,24,4643,4263924.6336,6677234.7464,3997.3378,104.7649,198.1812,198.7859
equipamento20,25,4875,4263067.1374,6674546.23,1678.4013,116.978,109.712,110.287
equipamento20,26,2079,4264673.5831,6678233.9372,4896.8286,138.0571,201.522,200.4131
equipamento20,27,883,4264794.335,6678232.9195,4790.3961,148.613,135.8049,110.0083
equipamento20,28,15199,4263080.9337,6674789.8109,1761.311,235.6609,237.126,143.241
equipamento21,0,10626,4266425.4459,6667683.4628,4441.0602,353.62,194.705,358.2651
equipamento21,1,4655,4264794.4809,6666006.6107,5850.1897,159.708,161.2271,119.001
equipamento21,2,4067,4264919.7698,6667830.2315,5147.9516,165.6831,148.025,153.4551
equipamento21,3,1518,4264764.8595,6667529.7367,5137.457,154.5051,105.872,148.4277
equipamento21,4,4706,4264247.8798,6666982.0283,5139.2626,181.04,174.755,206.2568
equipamento21,5,6599,4264231.017,6664008.3372,5118.4353,159.978,216.083,203.522
equipamento21,6,3487,4264803.4114,6665029.5456,1185.1545,119.041,102.7729,107.7489
equipamento21,7,2172,4264781.815,6664873.6774,1181.8022,109.918,133.146,106.7939
equipamento21,8,8176,4264800.281,6664528.7367,2970.8364,156.5461,159.0139,133.2429
equipamento21,9,3038,4263912.7681,6665484.3907,1206.88,110.6331,139.49,129.078
equipamento21,10,3505,4264783.0606,6663432.0234,5122.3819,155.804,107.6182,150.3008
equipamento21,11,5816,4264810.9149,6664721.6627,1885.8981,114.0559,104.521,112.3469
equipamento21,12,2683,4263666.3021,6665475.1326,1671.5197,107.1531,135.577,117.9979
equipamento21,13,3260,4264782.0351,6666084.8781,1189.8206,133.7361,106.757,131.74
equipamento21,14,5083,4264793.7537,6665900.773,1198.1533,132.7869,103.58,123.245
equipamento21,15,6280,4264793.0535,6666410.445,2991.0805,160.5251,154.842,132.7358
equipamento21,16,14715,4264108.9604,6666714.0117,6371.5169,203.5881,361.733,352.7173
equipamento21,17,20647,4263635.6438,6666690.9563,6358.9705,180.6941,367.704,355.4087
equipamento21,18,5863,4264914.2529,6666414.4963,6300.3993,119.771,196.536,195.0063
equipamento21,19,4414,4262960.1959,6665481.3981,1663.4841,113.832,160.844,148.0131
equipamento21,20,5307,4263155.2233,6665481.023,1667.0402,130.1848,159.7981,152.819
equipamento21,21,5447,4264808.9783,6666052.437,1895.3265,117.134,117.3831,109.666
equipamento21,22,9582,4264815.131,6664535.0989,2146.2455,161.7979,156.2261,119.1609
equipamento21,23,9184,4264811.952,6664534.2819,2331.8938,154.9321,157.4541,113.6162
equipamento21,24,7433,4264821.6166,6664241.1179,2459.6772,156.5601,135.761,148.863
equipamento21,25,8162,4264822.2622,6664054.0985,2461.0523,156.729,119.583,152.1721
equipamento21,26,21983,4265838.9616,6665831.2457,4701.9451,376.8311,389.5369,180.02
equipamento21,27,8048,4264797.0253,6666414.2094,2153.239,162.0369,158.849,105.9941
equipamento21,28,7210,4264795.2865,6666413.4927,2340.6258,160.512,155.712,107.5288
equipamento21,29,3670,4264777.1887,6666749.6105,2458.5537,168.01,118.552,153.21
equipamento21,30,6931,4264787.9567,6666937.9917,2466.7461,153.1638,133.68,156.002
equipamento21,31,6699,4265084.4616,6664269.6505,5831.466,296.2189,287.1951,209.0903
equipamento21,32,20055,4265830.4992,6664008.1767,4692.386,375.594,377.6841,176.3052
equipamento21,33,11543,4265560.2082,6665779.2208,4458.8358,193.886,351.081,343.0078
equipamento21,34,1564,4264810.0352,6663622.3454,5119.279,154.2949,96.7532,150.8179
equipamento21,35,8550,4265574.166,6664028.0681,4454.1727,207.338,351.021,344.9971
equipamento21,36,11728,4265074.683,6666728.3718,5857.594,286.4672,284.632,177.811
equipamento21,37,11993,4264475.7248,6666728.2695,5861.2807,287.248,287.751,240.8247
equipamento21,38,22938,4266065.0691,6665812.563,4473.9733,236.3401,353.4839,348.2153
equipamento21,39,18685,4266062.4369,6664051.6111,4473.3427,208.6091,333.0598,341.9946
equipamento21,40,816,4266009.4032,6663823.2884,4464.6578,101.268,133.386,242.9971
equipamento22,0,66863,159.4775,172.2352,-644.7992,0.3217,0.6035,0.6042
equipamento22,1,49176,158.9489,172.9185,-644.3252,0.1624,0.5375,0.5112
equipamento22,2,47637,158.9101,176.7847,-644.8327,0.4126,0.2614,0.4055
equipamento22,3,591,157.8872,175.741,-644.6605,0.0661,0.0655,0.0612
equipamento22,4,606,158.2386,175.6345,-644.7008,0.0423,0.0381,0.0467
equipamento22,5,45601,158.2471,175.6278,-644.3323,0.1195,0.6391,0.5927
equipamento22,6,134926,158.1712,172.8648,-644.3556,0.7662,0.5449,0.5372
equipamento22,7,21631,158.8375,177.1318,-644.8537,0.263,0.2331,0.34
equipamento22,8,530,157.8092,172.9861,-644.1789,0.038,0.0505,0.0306
equipamento22,9,673,157.8466,172.9757,-644.2102,0.044,0.0308,0.0595
equipamento22,10,3000,159.1288,177.1317,-644.9141,0.1862,0.1762,0.3789
equipamento22,11,30647,157.8092,175.3595,-644.3153,0.2247,0.3233,0.4741
equipamento22,12,24419,157.7958,175.8077,-644.4031,0.2266,0.2356,0.458
equipamento22,13,530,157.7955,175.6436,-644.1419,0.0447,0.0193,0.0411
equipamento22,14,1575,157.8288,175.7182,-644.1479,0.0657,0.1352,0.0668
equipamento23,0,5829,159.5136,168.8254,-644.9781,0.1577,0.3489,0.4738
equipamento23,1,31009,159.9277,168.4378,-644.7468,0.3128,0.5327,0.5962
equipamento23,2,111286,158.095,169.3448,-644.4118,0.7138,0.5428,0.5394
equipamento23,3,8407,158.9753,169.4958,-644.3927,0.1427,0.2874,0.4834
equipamento23,4,6198,158.9569,169.1091,-644.4113,0.1395,0.2481,0.481
equipamento23,5,26650,159.925,168.8238,-644.9308,0.2654,0.2675,0.4118
equipamento23,6,25952,159.4251,168.4084,-644.7614,0.2941,0.358,0.491
equipamento24,0,10899,166.1961,173.7818,-644.4908,0.1955,0.2049,0.1481
equipamento24,1,3006,165.87,174.0748,-644.3192,0.1676,0.1427,0.1516
equipamento24,2,38434,164.109,168.5936,-644.8371,0.2999,0.4886,0.469
equipamento24,3,20242,165.6761,173.7762,-644.326,0.1434,0.2855,0.2755
equipamento24,4,18925,164.9341,169.1964,-644.8024,0.216,0.1696,0.2007
equipamento24,5,21345,164.9348,169.5107,-644.7923,0.2161,0.1797,0.2475
equipamento24,6,13760,166.1556,171.3148,-644.4903,0.1968,0.202,0.1546
equipamento24,7,11421,165.8038,171.5716,-644.3673,0.1668,0.118,0.1611
equipamento24,8,19871,165.6385,171.3159,-644.3434,0.1321,0.2825,0.2751
equipamento24,9,105783,163.9644,172.1094,-644.8175,0.6536,0.4857,0.4788
equipamento24,10,26359,162.7062,172.3713,-644.4844,0.2144,0.1929,0.2117
equipamento24,11,34973,165.0013,171.3245,-644.3295,0.1955,0.2846,0.2765
equipamento24,12,39909,165.3458,171.316,-644.3358,0.2952,0.2872,0.2728
equipamento24,13,66601,163.0357,172.1382,-644.821,0.4235,0.488,0.4826
equipamento24,14,38809,162.1444,172.1716,-644.8563,0.2477,0.3956,0.3732
equipamento24,15,536,162.0676,172.0905,-645.0099,0.0161,0.0547,0.0641
equipamento24,16,80985,165.2453,173.8008,-644.3328,0.5856,0.302,0.2782
equipamento24,17,662,162.9867,172.0268,-645.0229,0.0267,0.0613,0.0981
equipamento25,0,3011,170.0191,167.3876,-644.9676,0.1309,0.23,0.2136
equipamento25,1,146279,168.694,167.5065,-643.3814,0.7117,0.546,0.5591
equipamento25,2,34786,167.7905,167.5455,-643.3827,0.1486,0.539,0.5173
equipamento25,3,902,167.7933,167.3595,-643.5999,0.0463,0.0886,0.0597
equipamento25,4,887,167.7907,167.3414,-643.1533,0.0522,0.1721,0.0632
equipamento26,0,34013,172.1888,176.6486,-644.5303,0.2479,0.7108,0.749
equipamento26,1,1738,172.8588,174.3579,-644.4039,0.284,0.3672,0.2751
equipamento26,2,82770,171.5107,174.02,-644.5812,0.8282,0.7068,0.7167
equipamento26,3,6216,172.3612,174.4213,-644.5601,0.3313,0.2797,0.5737
equipamento26,4,5063,172.5953,176.429,-644.4151,0.1946,0.3015,0.3693
equipamento26,5,579,172.3171,174.0323,-644.9176,0.0545,0.1492,0.1108
equipamento26,6,8851,172.721,176.919,-644.6308,0.2384,0.3356,0.5655
equipamento26,7,524,172.4604,174.0869,-644.3141,0.0642,0.0399,0.0362
equipamento26,8,518,172.3127,174.0875,-644.3142,0.0453,0.0228,0.0382
equipamento26,9,102568,172.5865,173.9047,-644.5738,0.8552,0.3558,0.6707
equipamento27,0,5035,1.4415,2.5853,100.9698,0.1265,0.107,0.081
equipamento27,1,5105,1.4426,2.5853,100.8491,0.1015,0.109,0.078
equipamento27,2,5107,-1.8942,2.4821,111.4906,0.342,0.336,0.198
equipamento27,3,37792,-1.8868,2.6194,103.271,0.3485,0.347,0.1915
equipamento27,4,30239,-0.8014,2.6336,102.837,0.207,0.3475,0.346
equipamento27,5,9321,1.0516,2.7398,109.9806,0.198,0.201,0.1285
equipamento27,6,6258,-1.9379,-0.2951,102.4168,0.1125,0.111,0.098
equipamento27,7,4691,-1.9246,0.257,102.4039,0.111,0.117,0.097
equipamento27,8,5108,-1.9158,0.43,102.3992,0.111,0.124,0.089
equipamento27,9,5309,-1.8693,-0.4846,101.3219,0.1525,0.154,0.082
equipamento27,10,17847,-0.2254,2.6354,103.1429,0.234,0.236,0.1465
equipamento27,11,1727,0.8489,0.5619,112.025,0.167,0.146,0.095
equipamento27,12,2880,1.2056,-0.4676,112.4226,0.146,0.098,0.163
equipamento27,13,13856,-1.0141,-0.0079,112.4199,0.356,0.32,0.197
equipamento27,14,9258,-1.1415,-0.3956,111.9164,0.189,0.1855,0.141
equipamento27,15,21193,-0.2027,2.6283,104.0543,0.243,0.24,0.161
equipamento27,16,3494,1.2406,-1.1003,112.4064,0.153,0.119,0.167
equipamento27,17,2672,1.2227,-0.9758,112.288,0.15,0.146,0.1225
equipamento27,18,24791,-0.9949,-0.9271,111.8265,0.284,0.2775,0.174
equipamento27,19,17551,-0.2278,2.633,103.7498,0.239,0.241,0.156
equipamento27,20,2262,-1.1861,-1.5284,102.4992,0.086,0.0955,0.085
equipamento27,21,4363,-1.5909,-1.5268,102.4828,0.102,0.0935,0.09
equipamento27,22,9543,-1.9399,-1.3845,101.2441,0.1705,0.157,0.122
equipamento27,23,14902,-0.6499,-0.5817,111.9627,0.271,0.275,0.148
equipamento27,24,14891,-0.3213,0.9978,100.7069,0.173,0.19,0.202
equipamento27,25,12366,-0.1452,1.1081,100.6939,0.174,0.184,0.193
equipamento27,26,22356,2.0185,2.5433,103.0987,0.2355,0.2395,0.177
equipamento27,27,13586,0.3758,2.5785,102.8311,0.1345,0.239,0.231
equipamento27,28,2808,-0.9708,-1.5395,102.3299,0.099,0.1095,0.075
equipamento27,29,5678,-0.9844,-1.5299,102.2021,0.101,0.1005,0.066
equipamento27,30,6175,-1.9717,-0.8336,100.7365,0.1535,0.129,0.144
equipamento27,31,6444,-1.8631,-0.4888,101.1441,0.1535,0.154,0.111
equipamento27,32,2427,-1.3369,-0.7847,100.8588,0.1515,0.104,0.16
equipamento27,33,9282,0.0187,0.8916,101.3075,0.156,0.175,0.139
equipamento27,34,18158,1.3421,2.5612,103.0467,0.234,0.2525,0.175
equipamento27,35,14043,1.3312,2.5369,103.2887,0.233,0.2435,0.1865
equipamento27,36,11732,-2.115,-1.5329,102.4725,0.108,0.1605,0.155
equipamento27,37,10688,-1.9166,-1.5349,102.4796,0.1095,0.1525,0.15
equipamento27,38,9897,-0.9164,-0.6037,100.8567,0.124,0.154,0.151
equipamento27,39,7539,-0.7179,-0.5989,100.8434,0.117,0.154,0.144
equipamento27,40,3212,-0.0073,1.5385,101.3699,0.154,0.159,0.131
equipamento27,41,4197,-0.231,1.6898,101.7898,0.118,0.104,0.103
equipamento27,42,19240,0.0187,1.9457,101.5598,0.295,0.2895,0.1895
equipamento27,43,4311,-1.1657,0.056,111.9405,0.16,0.142,0.145
equipamento27,44,4898,-0.1508,0.296,101.4119,0.146,0.159,0.155
equipamento27,45,6015,-1.7865,-1.5206,102.3039,0.101,0.1235,0.101
equipamento27,46,5710,-1.7807,-1.5198,102.1857,0.102,0.1075,0.081
equipamento27,47,4761,-0.583,-0.1271,102.608,0.113,0.112,0.094
equipamento27,48,5008,-0.5101,-0.2848,102.6087,0.111,0.115,0.118
equipamento27,49,3793,-0.5933,0.2672,102.6118,0.114,0.112,0.099
equipamento27,50,2209,0.0063,-0.3515,101.6907,0.064,0.0655,0.058
equipamento27,51,5383,-0.1951,0.3222,102.5198,0.2005,0.141,0.151
equipamento27,52,37962,0.0614,0.0045,102.3391,0.4865,0.5045,0.188
equipamento27,53,7958,0.2174,0.2717,101.4405,0.154,0.143,0.158
equipamento27,54,17185,0.9701,1.7131,101.2277,0.2935,0.285,0.121
equipamento27,55,11177,1.0474,2.7417,110.1918,0.195,0.2,0.135
equipamento27,56,6512,1.1918,2.508,109.4739,0.146,0.197,0.1945
equipamento27,57,10622,0.6182,2.5546,102.8203,0.127,0.246,0.214
equipamento27,58,6436,-1.9299,-0.1335,102.4122,0.1135,0.11,0.121
equipamento27,59,14183,0.0291,0.775,102.5707,0.191,0.1995,0.137
equipamento27,60,771,0.2028,-0.5384,112.1852,0.193,0.131,0.17
equipamento27,61,5509,-1.3538,0.963,100.648,0.1235,0.113,0.1095
equipamento27,62,5727,-1.4831,0.9824,100.6382,0.109,0.112,0.11
equipamento27,63,7319,0.8662,0.0018,112.145,0.326,0.239,0.18
equipamento27,64,12832,-0.2135,2.6285,103.5158,0.244,0.238,0.138
equipamento27,65,12514,-1.9609,-1.3825,101.4294,0.1565,0.155,0.114
equipamento27,66,9554,0.3999,2.0039,102.2445,0.2335,0.1975,0.166
equipamento27,67,72187,0.1091,0.0314,101.7505,0.5525,0.5075,0.4155
equipamento27,68,10370,0.3984,1.9986,102.0029,0.2385,0.2015,0.177
equipamento27,69,901,-0.2126,0.2143,111.9539,0.09,0.082,0.065
equipamento27,70,26172,-0.1381,-0.06,112.1033,0.4805,0.439,0.317
equipamento27,71,66419,-0.1089,-0.8675,112.1383,0.6935,0.6925,0.3375
equipamento27,72,71555,1.4302,2.6691,109.3267,0.7395,0.56,0.4275
equipamento27,73,1146,1.7247,2.8486,109.2204,0.14,0.075,0.139
equipamento27,74,24629,1.545,2.6619,106.8325,0.2345,0.237,0.22
equipamento27,75,1442,-0.1859,0.2031,101.7544,0.104,0.1535,0.092
equipamento28,0,4447,2615.52,2947.1558,98.1481,0.2207,0.1831,0.2165
equipamento28,1,3020,2616.0116,2947.1608,98.1503,0.2458,0.197,0.2202
equipamento3,0,58780,807333.2918,305371.4543,11506.3576,244.738,241.954,150.0
equipamento3,1,95054,808369.9305,306108.5917,11643.1998,182.481,288.24,295.25
equipamento3,2,66650,808914.1715,305364.0542,11515.084,264.239,266.843,208.0
equipamento3,3,94077,809302.7703,305371.5577,12103.7388,230.1831,288.591,304.25
equipamento4,0,11108,-687393.9736,393199.9387,12395.0179,410.914,201.3719,412.0
equipamento4,1,1657,-687656.9389,391912.933,12185.1623,99.83,169.133,171.0
equipamento4,2,1483,-686957.5685,392549.6219,12180.476,183.116,159.102,161.0
equipamento4,3,3501,-686962.7057,392309.4196,12199.5552,169.226,152.062,169.0
equipamento4,4,2753,-687251.8989,391920.1554,12205.9501,120.411,172.365,170.0
equipamento4,5,1831,-687457.3773,392277.4126,12648.698,117.035,121.106,120.0
equipamento4,6,873,-687457.7762,391586.8721,12764.4305,97.127,104.93,112.0
equipamento4,7,1101,-687455.1275,391587.0605,12626.4747,115.088,103.877,132.0
equipamento4,8,9340,-687402.6838,391915.1315,12669.6851,325.411,345.586,255.0
equipamento5,0,735,4270788.6745,6651526.5386,4954.142,101.309,98.838,103.853
equipamento5,1,1038,4270449.1388,6651950.0082,1954.8886,120.832,115.964,100.3319
equipamento5,2,2944,4270102.9309,6655094.8099,2562.5957,108.191,105.0449,154.0
equipamento5,3,6276,4269755.8558,6655123.4737,1710.5183,236.073,233.665,126.5649
equipamento5,4,7547,4269742.3559,6655239.8465,1411.9436,254.258,175.8877,267.5861
equipamento5,5,10199,4270439.0883,6655114.6396,2021.2375,291.415,290.553,238.3701
equipamento5,6,5022,4270484.0003,6653316.2989,1717.5326,330.295,193.3188,278.348
equipamento5,7,2453,4270455.6244,6653531.7304,1911.5912,192.847,194.4189,166.025
equipamento5,8,3491,4270490.5736,6653921.8961,1904.579,300.531,288.928,141.9969
equipamento5,9,4463,4270486.0582,6654097.5595,1714.3339,284.934,172.989,286.567
equipamento5,10,1856,4270446.4919,6654721.0705,2133.368,132.813,153.0251,124.6021
equipamento5,11,2089,4270453.981,6654327.1649,2053.0066,123.05,129.199,135.141
equipamento5,12,1643,4270452.5403,6654526.1989,2073.5286,129.532,171.0278,96.4
equipamento5,13,2730,4270449.2886,6654529.6744,1913.5563,134.991,138.905,137.851
equipamento6,0,2398,4274369.9497,6646839.1655,2087.7443,146.9014,241.0999,734.183
equipamento6,1,3728,4275767.5331,6646842.9736,2216.3837,163.3711,124.103,146.001
equipamento6,2,2610,4275754.9912,6646943.8477,1595.1859,127.773,104.1318,172.006
equipamento6,3,2484,4276249.0739,6649164.8307,3342.253,128.77,128.124,115.375
equipamento6,4,2048,4274370.7457,6648158.8275,2224.2269,117.79,117.9341,208.0378
equipamento6,5,5311,4274380.3133,6648391.7492,2250.9238,258.168,237.447,251.2029
equipamento6,6,1796,4274313.3818,6648976.7949,1937.9353,215.8057,219.7361,242.646
equipamento6,7,1340,4274343.6975,6648479.9703,1599.0776,152.686,371.4849,210.998
equipamento6,8,4079,4275817.2975,6649019.0581,1907.8634,231.105,245.5079,285.344
equipamento6,9,3256,4275767.0632,6648663.5256,2214.0227,111.1172,126.647,157.5291
equipamento6,10,772,4275774.2369,6648678.4124,1617.1608,159.9458,119.377,189.4559
equipamento6,11,4264,4275762.9299,6648413.482,1594.5699,153.3433,114.769,192.361
equipamento6,12,4168,4275766.4162,6648175.0985,2227.6317,116.8618,115.3298,138.001
equipamento6,13,16210,4275790.3146,6648409.5702,2250.3974,246.064,255.6282,249.856
equipamento6,14,2295,4274361.2882,6650593.4434,3534.0687,247.3989,258.89,154.998
equipamento6,15,2766,4274365.2226,6650602.5611,3289.2186,234.54,243.665,152.6321
equipamento6,16,1027,4272984.7561,6649201.1164,3713.0397,131.3911,119.5929,105.479
equipamento6,17,1271,4275891.4897,6652644.8646,3026.8948,122.8779,114.959,139.032
equipamento6,18,881,4274356.6315,6651815.5409,2911.333,126.7109,127.745,148.8398
equipamento6,19,3303,4274345.0311,6651997.4616,2634.0897,283.894,244.916,281.907
equipamento6,20,5533,4274367.3504,6651493.0828,3263.7282,304.6284,293.047,169.4231
equipamento6,21,1357,4273428.5848,6649177.9284,3328.3873,132.1909,126.87,168.4641
equipamento6,22,1800,4273424.8488,6649185.4883,3737.9686,127.092,122.958,186.4702
equipamento6,23,1744,4273301.7415,6650556.3629,3943.6952,120.3611,247.862,242.301
equipamento6,24,2032,4273040.9856,6650556.4558,3937.3813,236.9041,276.972,240.447
equipamento6,25,5823,4276239.882,6650109.4377,3412.0175,236.1221,235.608,187.4038
equipamento6,26,6266,4276221.1451,6650096.2185,3640.5003,234.3062,238.4,193.7349
equipamento6,27,5461,4274350.8967,6651514.8763,3693.5971,292.9922,296.319,216.877
equipamento6,28,3117,4273423.8545,6650055.8809,3599.8922,239.0142,240.159,158.2529
equipamento6,29,2712,4273415.2068,6650065.5827,3375.6786,232.9619,236.973,137.4021
equipamento6,30,4301,4275762.1044,6652017.8415,2608.8129,292.1948,253.4821,294.405
equipamento6,31,1604,4275767.9297,6651835.2957,2912.8269,133.1533,127.161,175.301
equipamento6,32,1903,4275695.976,6651947.9014,3744.0039,143.7329,168.934,160.2629
equipamento6,33,9504,4275778.0176,6651503.4896,3248.3181,307.7109,316.021,314.1221
equipamento6,34,6621,4275771.5654,6651520.9272,3666.3276,298.3257,314.5,241.6079
equipamento6,35,4643,4275762.319,6650590.7411,3275.6336,306.7212,251.258,178.437
equipamento6,36,3339,4275763.5534,6650569.0303,3516.3597,231.2339,237.14,135.175
equipamento6,37,2185,4273201.8849,6650032.2745,3941.7669,239.0901,257.414,254.2202
equipamento6,38,2478,4272951.5706,6650028.2609,3939.7288,272.918,250.2759,247.4541
equipamento6,39,3026,4274438.0648,6651908.2418,3751.7784,217.5269,167.904,173.658
equipamento6,40,1704,4274350.4155,6651838.8331,3638.1352,136.8999,131.253,140.9961
equipamento7,0,29911,4284731.0717,6657184.21,1596.5308,392.256,280.0566,438.2041
equipamento7,1,4485,4284708.1147,6653480.3133,1573.5124,394.844,309.3867,396.739
equipamento7,2,6365,4282667.1224,6653951.3843,1756.266,392.0659,264.2715,385.4459
equipamento7,3,6113,4282626.9941,6652857.6543,1732.6017,390.772,270.3398,410.985
equipamento7,4,2197,4284737.519,6654918.8466,1244.2492,201.304,177.8711,219.1641
equipamento7,5,9351,4284697.1621,6654665.9459,1572.6958,403.583,331.8672,421.7789
equipamento7,6,5344,4279722.9615,6653970.3218,1744.0062,390.3564,241.2578,387.193
equipamento7,7,5448,4279641.3429,6652899.3184,1717.1659,390.9292,239.5273,381.046
equipamento7,8,57145,4281532.5336,6656611.9387,1758.0088,463.7729,225.4277,474.3979
equipamento7,9,1003,4281796.6853,6654635.8101,2441.5398,95.5659,114.6211,94.324
equipamento7,10,16970,4281556.4995,6655093.5705,2208.9029,293.8918,284.2734,191.165
equipamento7,11,2715,4279209.7832,6655096.0367,3036.0892,132.9619,125.2656,159.2849
equipamento7,12,27634,4278764.2408,6655126.736,2220.6886,328.6333,337.1484,269.061
equipamento7,13,36074,4278743.5171,6655296.7795,1761.4968,396.4966,188.4766,413.6641
equipamento7,14,32626,4279113.9813,6657132.7541,2278.7739,217.2441,338.7285,335.6479
equipamento7,15,47709,4278789.4993,6656637.1781,1729.2671,468.5557,290.582,468.4811
equipamento7,16,23753,4277820.5311,6657114.0152,2284.7821,188.896,284.8809,284.856
equipamento7,17,20990,4277461.9601,6657103.5498,2288.236,177.6113,291.1738,302.3469
equipamento7,18,2789,4278105.6525,6657095.7488,1708.694,101.6147,103.4785,104.816
equipamento7,19,4881,4278106.5833,6657110.3217,1832.6439,104.4199,103.9199,142.446
equipamento7,20,3092,4282573.5214,6654620.1702,1998.3826,158.5562,131.1035,180.301
equipamento7,21,608,4284958.418,6656676.9522,1528.2802,116.505,170.2559,308.936
equipamento7,22,17068,4284681.9566,6655625.0298,1558.6449,396.644,281.502,379.319
equipamento7,23,22574,4284707.6171,6656141.2741,1603.2339,390.711,235.5117,377.6659
equipamento7,24,689,4278956.2531,6656121.5715,1545.8043,153.3604,70.127,152.0029
equipamento7,25,51879,4278679.761,6656063.5366,1761.1412,462.4497,245.3477,444.4969
equipamento7,26,25996,4279540.7786,6657123.2655,2277.5606,239.208,325.5371,316.0361
equipamento7,27,571,4281533.2052,6656103.6149,1501.1011,71.0701,43.6387,57.168
equipamento7,28,62899,4281533.0216,6656060.745,1750.5947,455.9001,328.7051,438.457
equipamento7,29,28668,4282581.6073,6655137.5441,2355.6246,392.3391,353.4043,269.3391
equipamento7,30,34077,4279618.1227,6655147.151,2370.955,391.7642,388.1074,325.009
equipamento7,31,31709,4284675.3815,6656621.1926,1587.2742,266.452,353.7754,348.1499
equipamento7,32,1240,4281464.0365,6656098.2228,1531.2196,99.8198,90.6504,65.703
equipamento8,0,4439,4278982.0234,6660382.5847,6824.7537,413.0059,428.5234,226.6167
equipamento8,1,11769,4279009.8465,6660411.6786,6293.5677,421.6338,419.1445,271.2593
equipamento8,2,1506,4279004.3168,6674135.1506,6895.0752,155.874,152.7979,169.3257
equipamento8,3,2735,4279035.9524,6668602.3203,11648.0114,155.1372,155.21,177.9961
equipamento8,4,5847,4277298.3173,6664328.1543,12301.8879,150.9321,233.8779,233.5127
equipamento8,5,961,4279254.017,6663893.0342,12155.9292,133.7163,154.5391,156.8623
equipamento8,6,9810,4280328.2672,6667041.7554,12280.7983,197.4028,221.9316,224.6533
equipamento8,7,1520,4278988.0206,6674327.2335,11904.3807,206.4272,195.5278,170.8926
equipamento8,8,2347,4278993.6499,6674320.0229,11661.3371,246.0933,243.6338,227.2188
equipamento8,9,4228,4276154.8418,6664303.815,12292.8841,150.9922,195.9424,206.0176
equipamento8,10,4440,4276468.206,6664300.4526,12292.454,113.4648,220.3389,203.9111
equipamento8,11,13252,4279013.5742,6667085.5046,11686.7782,356.71,350.9639,294.9863
